day,month,year,hour,ct,wd,ws,hc,ccp,cco,p,temp,dpTemp,vis,pw,relh
1,1,2022,0,,120.0,1.543332,914.4000000000001,1.0,1.0,1009.6787923301055,23.000000000000004,20.999999999999996,,0.0,88.51
1,1,2022,1,,280.0,1.028888,,,,1009.685979662648,20.0,20.0,,0.0,100.0
1,1,2022,2,,,0.514444,,,,1009.6787923301055,21.999999999999996,20.999999999999996,,0.0,94.06
1,1,2022,3,,,1.028888,457.20000000000005,1.0,1.0,1009.6823859911982,20.999999999999996,20.999999999999996,,0.0,100.0
1,1,2022,4,,,1.028888,,,,1009.685979662648,21.999999999999996,20.0,,0.0,88.43
1,1,2022,5,,270.0,1.543332,,,,1009.685979662648,20.0,20.0,,0.0,100.0
1,1,2022,6,,280.0,2.57222,,,,1009.6895733444549,21.999999999999996,20.999999999999996,,0.0,94.06
1,1,2022,7,,290.0,2.57222,,,,1009.6895733444549,21.999999999999996,20.0,,0.0,88.43
1,1,2022,8,,310.0,2.57222,,,,1009.6895733444549,20.999999999999996,20.0,,0.0,94.01
1,1,2022,9,,270.0,1.543332,,,,1009.685979662648,20.999999999999996,20.0,,0.0,94.01
1,1,2022,10,,280.0,2.057776,,,,1009.6823859911982,23.000000000000004,20.0,,0.0,83.21
1,1,2022,11,,300.0,0.514444,,,,1009.6787923301055,25.0,20.0,,0.0,73.78
1,1,2022,12,,30.0,1.028888,,,,1009.6787923301055,26.999999999999996,20.0,,0.0,65.54
1,1,2022,13,,90.0,3.086664,,,,1009.6787923301055,28.000000000000004,21.999999999999996,,0.0,69.9
1,1,2022,14,,90.0,4.629996,,,,1009.6823859911982,28.000000000000004,21.999999999999996,,0.0,69.9
1,1,2022,15,,130.0,5.6588840000000005,,,,1009.6823859911982,28.000000000000004,23.000000000000004,,0.0,74.28
1,1,2022,16,,120.0,5.6588840000000005,,,,1009.6823859911982,29.0,21.999999999999996,,0.0,65.95
1,1,2022,17,,280.0,7.71666,,,,1009.685979662648,29.0,20.999999999999996,,0.0,62.03
1,1,2022,18,,120.0,6.173328,,,,1009.685979662648,29.0,20.999999999999996,,0.0,62.03
1,1,2022,19,,120.0,5.6588840000000005,,,,1009.685979662648,28.000000000000004,20.999999999999996,,0.0,65.74
1,1,2022,20,,120.0,5.6588840000000005,,,,1009.685979662648,28.000000000000004,20.999999999999996,,0.0,65.74
1,1,2022,21,,110.0,4.629996,,,,1009.685979662648,26.999999999999996,20.999999999999996,,0.0,69.71
1,1,2022,22,,80.0,4.629996,,,,1009.685979662648,25.999999999999996,20.999999999999996,,0.0,73.95
1,1,2022,23,,70.0,2.057776,3048.0,3.0,3.0,1009.6787923301055,25.999999999999996,20.999999999999996,,0.0,73.95
2,1,2022,0,,0.0,0.0,3048.0,3.0,3.0,1009.6787923301055,25.0,20.999999999999996,,0.0,78.48
2,1,2022,1,,10.0,2.057776,609.6,1.0,1.0,1009.6751986793704,25.0,21.999999999999996,,0.0,83.44
2,1,2022,2,,20.0,2.057776,609.6,1.0,1.0,1009.6716050389915,25.0,21.999999999999996,,0.0,83.44
2,1,2022,3,,10.0,2.57222,609.6,1.0,1.0,1009.6716050389915,25.0,21.999999999999996,,0.0,83.44
2,1,2022,4,,340.0,3.086664,609.6,3.0,3.0,1009.6751986793704,25.0,23.000000000000004,,0.0,88.67
2,1,2022,5,,340.0,4.115552,609.6,3.0,3.0,1009.6787923301055,25.0,21.999999999999996,,0.0,83.44
2,1,2022,6,,340.0,4.115552,609.6,1.0,1.0,1009.6787923301055,25.0,23.000000000000004,,0.0,88.67
2,1,2022,7,,310.0,4.115552,365.76,1.0,1.0,1009.6787923301055,24.0,23.000000000000004,,0.0,94.14
2,1,2022,8,,310.0,4.629996,,,,1009.6751986793704,24.0,21.999999999999996,,0.0,88.59
2,1,2022,9,,320.0,4.115552,,,,1009.6751986793704,24.0,20.999999999999996,,0.0,83.32
2,1,2022,10,,340.0,5.6588840000000005,,,,1009.6751986793704,25.999999999999996,21.999999999999996,,0.0,78.62
2,1,2022,11,,340.0,5.14444,,,,1009.6751986793704,26.999999999999996,21.999999999999996,,0.0,74.11
2,1,2022,12,,340.0,5.6588840000000005,,,,1009.6751986793704,28.000000000000004,21.999999999999996,,0.0,69.9
2,1,2022,13,,340.0,6.173328,,,,1009.6751986793704,30.0,20.999999999999996,,0.0,58.55
2,1,2022,14,,360.0,6.173328,,,,1009.6787923301055,30.999999999999996,21.999999999999996,,0.0,58.78
2,1,2022,15,,10.0,6.687772,,,,1009.6787923301055,30.999999999999996,23.000000000000004,,0.0,62.47
2,1,2022,16,,10.0,6.173328,762.0,1.0,1.0,1009.6823859911982,31.999999999999996,24.0,,0.0,62.68
2,1,2022,17,,10.0,7.71666,762.0,1.0,1.0,1009.6823859911982,31.999999999999996,24.0,,0.0,62.68
2,1,2022,18,,350.0,6.687772,1066.8,1.0,1.0,1009.685979662648,30.999999999999996,23.000000000000004,,0.0,62.47
2,1,2022,19,,350.0,6.173328,1066.8,1.0,1.0,1009.685979662648,30.0,23.000000000000004,,0.0,66.15
2,1,2022,20,,360.0,5.6588840000000005,1066.8,1.0,1.0,1009.685979662648,29.0,23.000000000000004,,0.0,70.08
2,1,2022,21,,10.0,4.629996,914.4000000000001,6.0,6.0,1009.685979662648,28.000000000000004,23.000000000000004,,0.0,74.28
2,1,2022,22,,10.0,6.687772,792.48,6.0,6.0,1009.6823859911982,26.999999999999996,23.000000000000004,,0.0,78.76
2,1,2022,23,,360.0,4.629996,701.0400000000001,6.0,6.0,1009.6787923301055,26.999999999999996,23.000000000000004,,0.0,78.76
3,1,2022,0,,20.0,5.14444,701.0400000000001,6.0,6.0,1009.6751986793704,25.999999999999996,23.000000000000004,,0.0,83.55
3,1,2022,1,,360.0,4.629996,701.0400000000001,6.0,6.0,1009.6716050389915,25.999999999999996,23.000000000000004,,0.0,83.55
3,1,2022,2,,10.0,3.086664,701.0400000000001,6.0,6.0,1009.6692092844927,25.999999999999996,23.000000000000004,,0.0,83.55
3,1,2022,3,,20.0,2.57222,609.6,6.0,6.0,1009.6716050389915,25.0,24.0,,0.0,94.19
3,1,2022,4,,80.0,1.028888,609.6,6.0,6.0,1009.6716050389915,25.0,24.0,,0.0,94.19
3,1,2022,5,,360.0,2.57222,609.6,6.0,6.0,1009.6751986793704,25.999999999999996,23.000000000000004,,0.0,83.55
3,1,2022,6,,330.0,4.629996,609.6,6.0,6.0,1009.6787923301055,25.0,24.0,,0.0,94.19
