,index,Data,EstacaoCodigo,Vazao,NivelConsistencia
1319,14007,1984-12-10,87317030,4.5965,2
1320,14008,1984-12-11,87317030,3.5745,2
1321,14009,1984-12-12,87317030,3.3448,2
1322,14010,1984-12-13,87317030,8.3446,2
1323,14011,1984-12-14,87317030,5.1721,2
1324,14012,1984-12-15,87317030,4.0645,2
1325,14013,1984-12-16,87317030,3.3448,2
1326,14014,1984-12-17,87317030,3.1249,2
1327,14015,1984-12-18,87317030,6.4604,2
1328,14016,1984-12-19,87317030,4.0645,2
1329,14017,1984-12-20,87317030,3.1249,2
1330,14018,1984-12-21,87317030,3.1249,2
1331,14019,1984-12-22,87317030,2.9146,2
1332,14020,1984-12-23,87317030,2.9146,2
1333,14021,1984-12-24,87317030,2.7139,2
1334,14022,1984-12-25,87317030,2.5224,2
1335,14023,1984-12-26,87317030,3.1249,2
1336,14024,1984-12-27,87317030,3.1249,2
1337,14025,1984-12-28,87317030,2.7139,2
1338,14026,1984-12-29,87317030,2.5224,2
1339,14027,1984-12-30,87317030,2.5224,2
1340,14028,1984-12-31,87317030,2.5224,2
1341,13967,1985-01-01,87317030,2.5224,2
1342,13968,1985-01-02,87317030,2.1664,2
1343,13969,1985-01-03,87317030,2.1664,2
1344,13970,1985-01-04,87317030,2.1664,2
1345,13971,1985-01-05,87317030,2.0015,2
1346,13972,1985-01-06,87317030,1.845,2
1347,13973,1985-01-07,87317030,2.0015,2
1348,13974,1985-01-08,87317030,2.5224,2
1349,13975,1985-01-09,87317030,2.34,2
1350,13976,1985-01-10,87317030,2.1664,2
1351,13977,1985-01-11,87317030,1.845,2
1352,13978,1985-01-12,87317030,1.6967,2
1353,13979,1985-01-13,87317030,1.5565,2
1354,13980,1985-01-14,87317030,1.5565,2
1355,13981,1985-01-15,87317030,1.5565,2
1356,13982,1985-01-16,87317030,1.845,2
1357,13983,1985-01-17,87317030,2.1664,2
1358,13984,1985-01-18,87317030,1.845,2
1359,13985,1985-01-19,87317030,1.5565,2
1360,13986,1985-01-20,87317030,1.5565,2
1361,13987,1985-01-21,87317030,1.5565,2
1362,13988,1985-01-22,87317030,1.2992,2
1363,13989,1985-01-23,87317030,1.2992,2
1364,13990,1985-01-24,87317030,2.1664,2
1365,13991,1985-01-25,87317030,2.5224,2
1366,13992,1985-01-26,87317030,2.1664,2
1367,13993,1985-01-27,87317030,2.1664,2
1368,13994,1985-01-28,87317030,2.7139,2
1369,13995,1985-01-29,87317030,4.3252,2
1370,13996,1985-01-30,87317030,2.9146,2
1371,13997,1985-01-31,87317030,2.5224,2
1372,13939,1985-02-01,87317030,3.3448,2
1373,13940,1985-02-02,87317030,3.1249,2
1374,13941,1985-02-03,87317030,2.7139,2
1375,13942,1985-02-04,87317030,8.7599,2
1376,13943,1985-02-05,87317030,4.3252,2
1377,13944,1985-02-06,87317030,3.1249,2
1378,13945,1985-02-07,87317030,2.5224,2
1379,13946,1985-02-08,87317030,2.5224,2
1380,13947,1985-02-09,87317030,2.5224,2
1381,13948,1985-02-10,87317030,3.3448,2
1382,13949,1985-02-11,87317030,7.1764,2
1383,13950,1985-02-12,87317030,9.1885,2
1384,13951,1985-02-13,87317030,12.5774,2
1385,13952,1985-02-14,87317030,106.1304,2
1386,13953,1985-02-15,87317030,182.5126,2
1387,13954,1985-02-16,87317030,81.5533,2
1388,13955,1985-02-17,87317030,48.8528,2
1389,13956,1985-02-18,87317030,26.1505,2
1390,13957,1985-02-19,87317030,15.4399,2
1391,13958,1985-02-20,87317030,12.5774,2
1392,13959,1985-02-21,87317030,18.0135,2
1393,13960,1985-02-22,87317030,97.0486,2
1394,13961,1985-02-23,87317030,66.77,2
1395,13962,1985-02-24,87317030,27.7949,2
1396,13963,1985-02-25,87317030,16.6943,2
1397,13964,1985-02-26,87317030,10.556,2
1398,13965,1985-02-27,87317030,8.7599,2
1399,13966,1985-02-28,87317030,7.1764,2
1400,13908,1985-03-01,87317030,5.4767,2
1401,13909,1985-03-02,87317030,4.8787,2
1402,13910,1985-03-03,87317030,4.3252,2
1403,13911,1985-03-04,87317030,3.8144,2
1404,13912,1985-03-05,87317030,3.8144,2
1405,13913,1985-03-06,87317030,3.3448,2
1406,13914,1985-03-07,87317030,4.8787,2
1407,13915,1985-03-08,87317030,4.3252,2
1408,13916,1985-03-09,87317030,4.3252,2
1409,13917,1985-03-10,87317030,14.2488,2
1410,13918,1985-03-11,87317030,9.1885,2
1411,13919,1985-03-12,87317030,7.1764,2
1412,13920,1985-03-13,87317030,5.1721,2
1413,13921,1985-03-14,87317030,4.3252,2
1414,13922,1985-03-15,87317030,3.8144,2
1415,13923,1985-03-16,87317030,3.5745,2
1416,13924,1985-03-17,87317030,4.0645,2
1417,13925,1985-03-18,87317030,3.3448,2
1418,13926,1985-03-19,87317030,3.3448,2
1419,13927,1985-03-20,87317030,2.9146,2
1420,13928,1985-03-21,87317030,2.9146,2
1421,13929,1985-03-22,87317030,2.9146,2
1422,13930,1985-03-23,87317030,10.556,2
1423,13931,1985-03-24,87317030,6.1207,2
1424,13932,1985-03-25,87317030,35.6958,2
1425,13933,1985-03-26,87317030,25.6168,2
1426,13934,1985-03-27,87317030,22.5626,2
1427,13935,1985-03-28,87317030,22.0779,2
1428,13936,1985-03-29,87317030,17.3457,2
1429,13937,1985-03-30,87317030,13.1194,2
1430,13938,1985-03-31,87317030,9.6306,2
1431,13878,1985-04-01,87317030,7.553,2
1432,13879,1985-04-02,87317030,6.8122,2
1433,13880,1985-04-03,87317030,6.1207,2
1434,13881,1985-04-04,87317030,5.4767,2
1435,13882,1985-04-05,87317030,4.8787,2
1436,13883,1985-04-06,87317030,4.3252,2
1437,13884,1985-04-07,87317030,4.8787,2
1438,13885,1985-04-08,87317030,4.3252,2
1439,13886,1985-04-09,87317030,4.3252,2
1440,13887,1985-04-10,87317030,4.5965,2
1441,13888,1985-04-11,87317030,9.6306,2
1442,13889,1985-04-12,87317030,6.8122,2
1443,13890,1985-04-13,87317030,5.1721,2
1444,13891,1985-04-14,87317030,4.3252,2
1445,13892,1985-04-15,87317030,4.5965,2
1446,13893,1985-04-16,87317030,20.8527,2
1447,13894,1985-04-17,87317030,44.1681,2
1448,13895,1985-04-18,87317030,39.7855,2
1449,13896,1985-04-19,87317030,19.3992,2
1450,13897,1985-04-20,87317030,12.0503,2
1451,13898,1985-04-21,87317030,9.1885,2
1452,13899,1985-04-22,87317030,7.1764,2
1453,13900,1985-04-23,87317030,6.1207,2
1454,13901,1985-04-24,87317030,5.4767,2
1455,13902,1985-04-25,87317030,4.8787,2
1456,13903,1985-04-26,87317030,7.1764,2
1457,13904,1985-04-27,87317030,5.1721,2
1458,13905,1985-04-28,87317030,4.3252,2
1459,13906,1985-04-29,87317030,4.0645,2
1460,13907,1985-04-30,87317030,5.4767,2
1461,13847,1985-05-01,87317030,4.8787,2
1462,13848,1985-05-02,87317030,3.8144,2
1463,13849,1985-05-03,87317030,3.3448,2
1464,13850,1985-05-04,87317030,3.3448,2
1465,13851,1985-05-05,87317030,3.3448,2
1466,13852,1985-05-06,87317030,2.9146,2
1467,13853,1985-05-07,87317030,3.3448,2
1468,13854,1985-05-08,87317030,3.8144,2
1469,13855,1985-05-09,87317030,8.7599,2
1470,13856,1985-05-10,87317030,16.6943,2
1471,13857,1985-05-11,87317030,8.3446,2
1472,13858,1985-05-12,87317030,6.1207,2
1473,13859,1985-05-13,87317030,4.8787,2
1474,13860,1985-05-14,87317030,4.5965,2
1475,13861,1985-05-15,87317030,4.3252,2
1476,13862,1985-05-16,87317030,3.8144,2
1477,13863,1985-05-17,87317030,3.8144,2
1478,13864,1985-05-18,87317030,3.3448,2
1479,13865,1985-05-19,87317030,3.3448,2
1480,13866,1985-05-20,87317030,4.5965,2
1481,13867,1985-05-21,87317030,4.3252,2
1482,13868,1985-05-22,87317030,3.8144,2
1483,13869,1985-05-23,87317030,3.3448,2
1484,13870,1985-05-24,87317030,2.9146,2
1485,13871,1985-05-25,87317030,2.9146,2
1486,13872,1985-05-26,87317030,2.9146,2
1487,13873,1985-05-27,87317030,2.9146,2
1488,13874,1985-05-28,87317030,2.9146,2
1489,13875,1985-05-29,87317030,6.8122,2
1490,13876,1985-05-30,87317030,4.5965,2
1491,13877,1985-05-31,87317030,3.8144,2
1492,13817,1985-06-01,87317030,3.3448,2
1493,13818,1985-06-02,87317030,4.3252,2
1494,13819,1985-06-03,87317030,4.8787,2
1495,13820,1985-06-04,87317030,4.0645,2
1496,13821,1985-06-05,87317030,3.3448,2
1497,13822,1985-06-06,87317030,3.3448,2
1498,13823,1985-06-07,87317030,3.3448,2
1499,13824,1985-06-08,87317030,39.7855,2
1500,13825,1985-06-09,87317030,53.8491,2
1501,13826,1985-06-10,87317030,40.4953,2
1502,13827,1985-06-11,87317030,24.5707,2
1503,13828,1985-06-12,87317030,15.4399,2
1504,13829,1985-06-13,87317030,11.5378,2
1505,13830,1985-06-14,87317030,8.7599,2
1506,13831,1985-06-15,87317030,7.553,2
1507,13832,1985-06-16,87317030,7.9423,2
1508,13833,1985-06-17,87317030,25.6168,2
1509,13834,1985-06-18,87317030,13.1194,2
1510,13835,1985-06-19,87317030,9.6306,2
1511,13836,1985-06-20,87317030,7.9423,2
1512,13837,1985-06-21,87317030,6.8122,2
1513,13838,1985-06-22,87317030,6.1207,2
1514,13839,1985-06-23,87317030,5.4767,2
1515,13840,1985-06-24,87317030,4.8787,2
1516,13841,1985-06-25,87317030,4.8787,2
1517,13842,1985-06-26,87317030,4.3252,2
1518,13843,1985-06-27,87317030,4.3252,2
1519,13844,1985-06-28,87317030,3.8144,2
1520,13845,1985-06-29,87317030,3.8144,2
1521,13846,1985-06-30,87317030,3.8144,2
1522,13786,1985-07-01,87317030,3.3448,2
1523,13787,1985-07-02,87317030,3.3448,2
1524,13788,1985-07-03,87317030,3.3448,2
1525,13789,1985-07-04,87317030,3.3448,2
1526,13790,1985-07-05,87317030,3.3448,2
1527,13791,1985-07-06,87317030,8.3446,2
1528,13792,1985-07-07,87317030,23.0542,2
1529,13793,1985-07-08,87317030,9.1885,2
1530,13794,1985-07-09,87317030,6.4604,2
1531,13795,1985-07-10,87317030,7.1764,2
1532,13796,1985-07-11,87317030,21.6054,2
1533,13797,1985-07-12,87317030,11.5378,2
1534,13798,1985-07-13,87317030,8.3446,2
1535,13799,1985-07-14,87317030,6.1207,2
1536,13800,1985-07-15,87317030,5.4767,2
1537,13801,1985-07-16,87317030,4.8787,2
1538,13802,1985-07-17,87317030,4.3252,2
1539,13803,1985-07-18,87317030,4.3252,2
1540,13804,1985-07-19,87317030,4.3252,2
1541,13805,1985-07-20,87317030,3.8144,2
1542,13806,1985-07-21,87317030,3.8144,2
1543,13807,1985-07-22,87317030,3.8144,2
1544,13808,1985-07-23,87317030,3.3448,2
1545,13809,1985-07-24,87317030,3.3448,2
1546,13810,1985-07-25,87317030,3.3448,2
1547,13811,1985-07-26,87317030,3.3448,2
1548,13812,1985-07-27,87317030,2.9146,2
1549,13813,1985-07-28,87317030,2.9146,2
1550,13814,1985-07-29,87317030,3.5745,2
1551,13815,1985-07-30,87317030,4.0645,2
1552,13816,1985-07-31,87317030,3.3448,2
1553,13755,1985-08-01,87317030,3.3448,2
1554,13756,1985-08-02,87317030,3.3448,2
1555,13757,1985-08-03,87317030,2.9146,2
1556,13758,1985-08-04,87317030,2.9146,2
1557,13759,1985-08-05,87317030,2.9146,2
1558,13760,1985-08-06,87317030,2.9146,2
1559,13761,1985-08-07,87317030,3.1249,2
1560,13762,1985-08-08,87317030,14.8365,2
1561,13763,1985-08-09,87317030,82.6835,2
1562,13764,1985-08-10,87317030,33.1275,2
1563,13765,1985-08-11,87317030,118.5951,2
1564,13766,1985-08-12,87317030,350.4568,2
1565,13767,1985-08-13,87317030,134.8323,2
1566,13768,1985-08-14,87317030,67.7629,2
1567,13769,1985-08-15,87317030,36.3575,2
1568,13770,1985-08-16,87317030,20.1174,2
1569,13771,1985-08-17,87317030,33.7579,2
1570,13772,1985-08-18,87317030,28.3576,2
1571,13773,1985-08-19,87317030,26.6914,2
1572,13774,1985-08-20,87317030,30.09,2
1573,13775,1985-08-21,87317030,24.0582,2
1574,13776,1985-08-22,87317030,19.3992,2
1575,13777,1985-08-23,87317030,16.0591,2
1576,13778,1985-08-24,87317030,5.1721,2
1577,13779,1985-08-25,87317030,11.0398,2
1578,13780,1985-08-26,87317030,9.1885,2
1579,13781,1985-08-27,87317030,12.0503,2
1580,13782,1985-08-28,87317030,15.4399,2
1581,13783,1985-08-29,87317030,12.5774,2
1582,13784,1985-08-30,87317030,11.0398,2
1583,13785,1985-08-31,87317030,10.0864,2
1584,13725,1985-09-01,87317030,9.1885,2
1585,13726,1985-09-02,87317030,8.3446,2
1586,13727,1985-09-03,87317030,7.553,2
1587,13728,1985-09-04,87317030,7.553,2
1588,13729,1985-09-05,87317030,7.1764,2
1589,13730,1985-09-06,87317030,6.8122,2
1590,13731,1985-09-07,87317030,6.1207,2
1591,13732,1985-09-08,87317030,6.1207,2
1592,13733,1985-09-09,87317030,5.4767,2
1593,13734,1985-09-10,87317030,5.4767,2
1594,13735,1985-09-11,87317030,5.1721,2
1595,13736,1985-09-12,87317030,4.8787,2
1596,13737,1985-09-13,87317030,5.4767,2
1597,13738,1985-09-14,87317030,6.1207,2
1598,13739,1985-09-15,87317030,7.1764,2
1599,13740,1985-09-16,87317030,13.1194,2
1600,13741,1985-09-17,87317030,52.9943,2
1601,13742,1985-09-18,87317030,25.6168,2
1602,13743,1985-09-19,87317030,38.3902,2
1603,13744,1985-09-20,87317030,88.4875,2
1604,13745,1985-09-21,87317030,37.0271,2
1605,13746,1985-09-22,87317030,24.0582,2
1606,13747,1985-09-23,87317030,18.698,2
1607,13748,1985-09-24,87317030,15.4399,2
1608,13749,1985-09-25,87317030,11.5378,2
1609,13750,1985-09-26,87317030,9.6306,2
1610,13751,1985-09-27,87317030,7.9423,2
1611,13752,1985-09-28,87317030,6.8122,2
1612,13753,1985-09-29,87317030,7.9423,2
1613,13754,1985-09-30,87317030,8.7599,2
1614,13694,1985-10-01,87317030,27.2395,2
1615,13695,1985-10-02,87317030,27.2395,2
1616,13696,1985-10-03,87317030,18.0135,2
1617,13697,1985-10-04,87317030,13.6765,2
1618,13698,1985-10-05,87317030,10.556,2
1619,13699,1985-10-06,87317030,8.7599,2
1620,13700,1985-10-07,87317030,7.9423,2
1621,13701,1985-10-08,87317030,10.556,2
1622,13702,1985-10-09,87317030,9.1885,2
1623,13703,1985-10-10,87317030,7.1764,2
1624,13704,1985-10-11,87317030,6.4604,2
1625,13705,1985-10-12,87317030,5.7928,2
1626,13706,1985-10-13,87317030,5.4767,2
1627,13707,1985-10-14,87317030,4.8787,2
1628,13708,1985-10-15,87317030,5.1721,2
1629,13709,1985-10-16,87317030,8.7599,2
1630,13710,1985-10-17,87317030,6.8122,2
1631,13711,1985-10-18,87317030,5.4767,2
1632,13712,1985-10-19,87317030,4.8787,2
1633,13713,1985-10-20,87317030,6.1207,2
1634,13714,1985-10-21,87317030,13.6765,2
1635,13715,1985-10-22,87317030,7.9423,2
1636,13716,1985-10-23,87317030,8.3446,2
1637,13717,1985-10-24,87317030,6.1207,2
1638,13718,1985-10-25,87317030,5.4767,2
1639,13719,1985-10-26,87317030,5.4767,2
1640,13720,1985-10-27,87317030,4.8787,2
1641,13721,1985-10-28,87317030,4.5965,2
1642,13722,1985-10-29,87317030,4.3252,2
1643,13723,1985-10-30,87317030,5.7928,2
1644,13724,1985-10-31,87317030,5.4767,2
1645,13664,1985-11-01,87317030,4.8787,2
1646,13665,1985-11-02,87317030,7.1764,2
1647,13666,1985-11-03,87317030,10.556,2
1648,13667,1985-11-04,87317030,7.9423,2
1649,13668,1985-11-05,87317030,6.4604,2
1650,13669,1985-11-06,87317030,5.4767,2
1651,13670,1985-11-07,87317030,4.8787,2
1652,13671,1985-11-08,87317030,4.3252,2
1653,13672,1985-11-09,87317030,3.8144,2
1654,13673,1985-11-10,87317030,3.5745,2
1655,13674,1985-11-11,87317030,3.3448,2
1656,13675,1985-11-12,87317030,2.9146,2
1657,13676,1985-11-13,87317030,2.9146,2
1658,13677,1985-11-14,87317030,2.9146,2
1659,13678,1985-11-15,87317030,2.9146,2
1660,13679,1985-11-16,87317030,2.9146,2
1661,13680,1985-11-17,87317030,2.9146,2
1662,13681,1985-11-18,87317030,2.9146,2
1663,13682,1985-11-19,87317030,3.5745,2
1664,13683,1985-11-20,87317030,3.5745,2
1665,13684,1985-11-21,87317030,3.3448,2
1666,13685,1985-11-22,87317030,3.3448,2
1667,13686,1985-11-23,87317030,3.3448,2
1668,13687,1985-11-24,87317030,2.9146,2
1669,13688,1985-11-25,87317030,2.9146,2
1670,13689,1985-11-26,87317030,2.9146,2
1671,13690,1985-11-27,87317030,2.7139,2
1672,13691,1985-11-28,87317030,2.5224,2
1673,13692,1985-11-29,87317030,2.5224,2
1674,13693,1985-11-30,87317030,2.5224,2
1675,13633,1985-12-01,87317030,2.1664,2
1676,13634,1985-12-02,87317030,2.1664,2
1677,13635,1985-12-03,87317030,2.1664,2
1678,13636,1985-12-04,87317030,2.1664,2
1679,13637,1985-12-05,87317030,2.1664,2
1680,13638,1985-12-06,87317030,2.1664,2
1681,13639,1985-12-07,87317030,2.1664,2
1682,13640,1985-12-08,87317030,2.1664,2
1683,13641,1985-12-09,87317030,2.1664,2
1684,13642,1985-12-10,87317030,2.1664,2
1685,13643,1985-12-11,87317030,2.1664,2
1686,13644,1985-12-12,87317030,2.1664,2
1687,13645,1985-12-13,87317030,2.5224,2
1688,13646,1985-12-14,87317030,2.9146,2
1689,13647,1985-12-15,87317030,3.3448,2
1690,13648,1985-12-16,87317030,2.9146,2
1691,13649,1985-12-17,87317030,2.5224,2
1692,13650,1985-12-18,87317030,2.1664,2
1693,13651,1985-12-19,87317030,2.1664,2
1694,13652,1985-12-20,87317030,2.1664,2
1695,13653,1985-12-21,87317030,2.1664,2
1696,13654,1985-12-22,87317030,2.1664,2
1697,13655,1985-12-23,87317030,2.1664,2
1698,13656,1985-12-24,87317030,2.1664,2
1699,13657,1985-12-25,87317030,2.1664,2
1700,13658,1985-12-26,87317030,2.1664,2
1701,13659,1985-12-27,87317030,3.8144,2
1702,13660,1985-12-28,87317030,7.553,2
1703,13661,1985-12-29,87317030,3.8144,2
1704,13662,1985-12-30,87317030,3.1249,2
1705,13663,1985-12-31,87317030,2.9146,2
1706,13602,1986-01-01,87317030,2.5224,2
1707,13603,1986-01-02,87317030,2.34,2
1708,13604,1986-01-03,87317030,2.1664,2
1709,13605,1986-01-04,87317030,2.1664,2
1710,13606,1986-01-05,87317030,2.1664,2
1711,13607,1986-01-06,87317030,2.1664,2
1712,13608,1986-01-07,87317030,2.1664,2
1713,13609,1986-01-08,87317030,1.845,2
1714,13610,1986-01-09,87317030,1.845,2
1715,13611,1986-01-10,87317030,2.1664,2
1716,13612,1986-01-11,87317030,2.1664,2
1717,13613,1986-01-12,87317030,3.3448,2
1718,13614,1986-01-13,87317030,2.9146,2
1719,13615,1986-01-14,87317030,2.5224,2
1720,13616,1986-01-15,87317030,2.5224,2
1721,13617,1986-01-16,87317030,2.9146,2
1722,13618,1986-01-17,87317030,2.5224,2
1723,13619,1986-01-18,87317030,2.7139,2
1724,13620,1986-01-19,87317030,3.1249,2
1725,13621,1986-01-20,87317030,2.7139,2
1726,13622,1986-01-21,87317030,2.34,2
1727,13623,1986-01-22,87317030,2.34,2
1728,13624,1986-01-23,87317030,2.1664,2
1729,13625,1986-01-24,87317030,2.5224,2
1730,13626,1986-01-25,87317030,2.1664,2
1731,13627,1986-01-26,87317030,2.0015,2
1732,13628,1986-01-27,87317030,1.845,2
1733,13629,1986-01-28,87317030,1.845,2
1734,13630,1986-01-29,87317030,1.5565,2
1735,13631,1986-01-30,87317030,1.845,2
1736,13632,1986-01-31,87317030,7.9423,2
1737,13574,1986-02-01,87317030,3.8144,2
1738,13575,1986-02-02,87317030,6.1207,2
1739,13576,1986-02-03,87317030,4.5965,2
1740,13577,1986-02-04,87317030,3.8144,2
1741,13578,1986-02-05,87317030,3.3448,2
1742,13579,1986-02-06,87317030,2.9146,2
1743,13580,1986-02-07,87317030,2.5224,2
1744,13581,1986-02-08,87317030,2.5224,2
1745,13582,1986-02-09,87317030,7.1764,2
1746,13583,1986-02-10,87317030,4.5965,2
1747,13584,1986-02-11,87317030,5.4767,2
1748,13585,1986-02-12,87317030,12.5774,2
1749,13586,1986-02-13,87317030,6.1207,2
1750,13587,1986-02-14,87317030,4.5965,2
1751,13588,1986-02-15,87317030,3.8144,2
1752,13589,1986-02-16,87317030,3.3448,2
1753,13590,1986-02-17,87317030,13.6765,2
1754,13591,1986-02-18,87317030,6.8122,2
1755,13592,1986-02-19,87317030,4.5965,2
1756,13593,1986-02-20,87317030,3.8144,2
1757,13594,1986-02-21,87317030,3.3448,2
1758,13595,1986-02-22,87317030,2.9146,2
1759,13596,1986-02-23,87317030,2.9146,2
1760,13597,1986-02-24,87317030,3.1249,2
1761,13598,1986-02-25,87317030,3.3448,2
1762,13599,1986-02-26,87317030,2.9146,2
1763,13600,1986-02-27,87317030,2.9146,2
1764,13601,1986-02-28,87317030,4.5965,2
1765,13543,1986-03-01,87317030,8.7599,2
1766,13544,1986-03-02,87317030,6.1207,2
1767,13545,1986-03-03,87317030,5.1721,2
1768,13546,1986-03-04,87317030,4.3252,2
1769,13547,1986-03-05,87317030,3.8144,2
1770,13548,1986-03-06,87317030,3.3448,2
1771,13549,1986-03-07,87317030,3.3448,2
1772,13550,1986-03-08,87317030,2.9146,2
1773,13551,1986-03-09,87317030,2.9146,2
1774,13552,1986-03-10,87317030,2.5224,2
1775,13553,1986-03-11,87317030,2.5224,2
1776,13554,1986-03-12,87317030,2.5224,2
1777,13555,1986-03-13,87317030,2.7139,2
1778,13556,1986-03-14,87317030,2.9146,2
1779,13557,1986-03-15,87317030,2.7139,2
1780,13558,1986-03-16,87317030,5.7928,2
1781,13559,1986-03-17,87317030,8.3446,2
1782,13560,1986-03-18,87317030,5.4767,2
1783,13561,1986-03-19,87317030,9.1885,2
1784,13562,1986-03-20,87317030,6.4604,2
1785,13563,1986-03-21,87317030,4.8787,2
1786,13564,1986-03-22,87317030,4.3252,2
1787,13565,1986-03-23,87317030,3.8144,2
1788,13566,1986-03-24,87317030,3.3448,2
1789,13567,1986-03-25,87317030,3.8144,2
1790,13568,1986-03-26,87317030,3.3448,2
1791,13569,1986-03-27,87317030,3.3448,2
1792,13570,1986-03-28,87317030,4.3252,2
1793,13571,1986-03-29,87317030,4.3252,2
1794,13572,1986-03-30,87317030,7.553,2
1795,13573,1986-03-31,87317030,4.8787,2
1796,13513,1986-04-01,87317030,4.0645,2
1797,13514,1986-04-02,87317030,4.0645,2
1798,13515,1986-04-03,87317030,4.3252,2
1799,13516,1986-04-04,87317030,5.1721,2
1800,13517,1986-04-05,87317030,7.9423,2
1801,13518,1986-04-06,87317030,20.8527,2
1802,13519,1986-04-07,87317030,13.1194,2
1803,13520,1986-04-08,87317030,8.7599,2
1804,13521,1986-04-09,87317030,10.556,2
1805,13522,1986-04-10,87317030,7.9423,2
1806,13523,1986-04-11,87317030,26.6914,2
1807,13524,1986-04-12,87317030,13.1194,2
1808,13525,1986-04-13,87317030,9.6306,2
1809,13526,1986-04-14,87317030,12.5774,2
1810,13527,1986-04-15,87317030,68.7652,2
1811,13528,1986-04-16,87317030,33.7579,2
1812,13529,1986-04-17,87317030,20.8527,2
1813,13530,1986-04-18,87317030,14.8365,2
1814,13531,1986-04-19,87317030,11.5378,2
1815,13532,1986-04-20,87317030,9.1885,2
1816,13533,1986-04-21,87317030,7.9423,2
1817,13534,1986-04-22,87317030,6.8122,2
1818,13535,1986-04-23,87317030,6.1207,2
1819,13536,1986-04-24,87317030,5.4767,2
1820,13537,1986-04-25,87317030,5.1721,2
1821,13538,1986-04-26,87317030,4.8787,2
1822,13539,1986-04-27,87317030,4.3252,2
1823,13540,1986-04-28,87317030,5.4767,2
1824,13541,1986-04-29,87317030,4.8787,2
1825,13542,1986-04-30,87317030,4.3252,2
1826,13482,1986-05-01,87317030,4.3252,2
1827,13483,1986-05-02,87317030,4.0645,2
1828,13484,1986-05-03,87317030,3.8144,2
1829,13485,1986-05-04,87317030,3.3448,2
1830,13486,1986-05-05,87317030,3.3448,2
1831,13487,1986-05-06,87317030,3.3448,2
1832,13488,1986-05-07,87317030,3.3448,2
1833,13489,1986-05-08,87317030,3.3448,2
1834,13490,1986-05-09,87317030,2.9146,2
1835,13491,1986-05-10,87317030,3.5745,2
1836,13492,1986-05-11,87317030,3.5745,2
1837,13493,1986-05-12,87317030,3.3448,2
1838,13494,1986-05-13,87317030,3.3448,2
1839,13495,1986-05-14,87317030,3.1249,2
1840,13496,1986-05-15,87317030,2.9146,2
1841,13497,1986-05-16,87317030,2.9146,2
1842,13498,1986-05-17,87317030,3.8144,2
1843,13499,1986-05-18,87317030,13.1194,2
1844,13500,1986-05-19,87317030,6.8122,2
1845,13501,1986-05-20,87317030,5.4767,2
1846,13502,1986-05-21,87317030,4.8787,2
1847,13503,1986-05-22,87317030,4.5965,2
1848,13504,1986-05-23,87317030,4.0645,2
1849,13505,1986-05-24,87317030,3.8144,2
1850,13506,1986-05-25,87317030,3.8144,2
1851,13507,1986-05-26,87317030,4.3252,2
1852,13508,1986-05-27,87317030,3.8144,2
1853,13509,1986-05-28,87317030,3.8144,2
1854,13510,1986-05-29,87317030,4.5965,2
1855,13511,1986-05-30,87317030,52.1485,2
1856,13512,1986-05-31,87317030,34.3961,2
1857,13452,1986-06-01,87317030,20.1174,2
1858,13453,1986-06-02,87317030,12.5774,2
1859,13454,1986-06-03,87317030,9.6306,2
1860,13455,1986-06-04,87317030,8.3446,2
1861,13456,1986-06-05,87317030,7.1764,2
1862,13457,1986-06-06,87317030,6.8122,2
1863,13458,1986-06-07,87317030,7.9423,2
1864,13459,1986-06-08,87317030,6.8122,2
1865,13460,1986-06-09,87317030,5.7928,2
1866,13461,1986-06-10,87317030,5.4767,2
1867,13462,1986-06-11,87317030,4.8787,2
1868,13463,1986-06-12,87317030,7.1764,2
1869,13464,1986-06-13,87317030,6.4604,2
1870,13465,1986-06-14,87317030,5.4767,2
1871,13466,1986-06-15,87317030,41.2133,2
1872,13467,1986-06-16,87317030,19.3992,2
1873,13468,1986-06-17,87317030,12.0503,2
1874,13469,1986-06-18,87317030,8.7599,2
1875,13470,1986-06-19,87317030,7.553,2
1876,13471,1986-06-20,87317030,6.4604,2
1877,13472,1986-06-21,87317030,5.7928,2
1878,13473,1986-06-22,87317030,5.4767,2
1879,13474,1986-06-23,87317030,4.8787,2
1880,13475,1986-06-24,87317030,4.8787,2
1881,13476,1986-06-25,87317030,5.1721,2
1882,13477,1986-06-26,87317030,6.1207,2
1883,13478,1986-06-27,87317030,5.4767,2
1884,13479,1986-06-28,87317030,4.8787,2
1885,13480,1986-06-29,87317030,4.3252,2
1886,13481,1986-06-30,87317030,4.5965,2
1887,13421,1986-07-01,87317030,35.042,2
1888,13422,1986-07-02,87317030,23.5527,2
1889,13423,1986-07-03,87317030,13.1194,2
1890,13424,1986-07-04,87317030,10.556,2
1891,13425,1986-07-05,87317030,8.3446,2
1892,13426,1986-07-06,87317030,7.9423,2
1893,13427,1986-07-07,87317030,7.553,2
1894,13428,1986-07-08,87317030,6.8122,2
1895,13429,1986-07-09,87317030,6.1207,2
1896,13430,1986-07-10,87317030,5.4767,2
1897,13431,1986-07-11,87317030,5.4767,2
1898,13432,1986-07-12,87317030,4.8787,2
1899,13433,1986-07-13,87317030,4.8787,2
1900,13434,1986-07-14,87317030,4.3252,2
1901,13435,1986-07-15,87317030,4.3252,2
