,index,Data,EstacaoCodigo,Vazao,NivelConsistencia
79,30700,1940-03-20,86510000,82.0722,2
80,30701,1940-03-21,86510000,73.263,2
81,30702,1940-03-22,86510000,68.996,2
82,30703,1940-03-23,86510000,66.2033,2
83,30704,1940-03-24,86510000,67.5944,2
84,30705,1940-03-25,86510000,103.1214,2
85,30706,1940-03-26,86510000,148.4949,2
86,30707,1940-03-27,86510000,392.2096,2
87,30708,1940-03-28,86510000,386.8291,2
88,30709,1940-03-29,86510000,260.337,2
89,30710,1940-03-30,86510000,183.327,2
90,30711,1940-03-31,86510000,165.4526,2
91,30651,1940-04-01,86510000,347.329,2
92,30652,1940-04-02,86510000,670.0766,2
93,30653,1940-04-03,86510000,553.2493,2
94,30654,1940-04-04,86510000,464.5262,2
95,30655,1940-04-05,86510000,378.8082,2
96,30656,1940-04-06,86510000,280.1462,2
97,30657,1940-04-07,86510000,284.9447,2
98,30658,1940-04-08,86510000,321.8484,2
99,30659,1940-04-09,86510000,319.3386,2
100,30660,1940-04-10,86510000,301.9671,2
101,30661,1940-04-11,86510000,505.2424,2
102,30662,1940-04-12,86510000,590.2629,2
103,30663,1940-04-13,86510000,587.1459,2
104,30664,1940-04-14,86510000,517.0982,2
105,30665,1940-04-15,86510000,553.2493,2
106,30666,1940-04-16,86510000,511.1581,2
107,30667,1940-04-17,86510000,453.1183,2
108,30668,1940-04-18,86510000,384.1488,2
109,30669,1940-04-19,86510000,339.6123,2
110,30670,1940-04-20,86510000,294.6287,2
111,30671,1940-04-21,86510000,245.9764,2
112,30672,1940-04-22,86510000,218.4774,2
113,30673,1940-04-23,86510000,265.9258,2
114,30674,1940-04-24,86510000,344.7499,2
115,30675,1940-04-25,86510000,433.3994,2
116,30676,1940-04-26,86510000,1050.2339,2
117,30677,1940-04-27,86510000,945.044,2
118,30678,1940-04-28,86510000,621.755,2
119,30679,1940-04-29,86510000,419.5067,2
120,30680,1940-04-30,86510000,331.9576,2
121,30620,1940-05-01,86510000,284.9447,2
122,30621,1940-05-02,86510000,444.6291,2
123,30622,1940-05-03,86510000,857.9781,2
124,30623,1940-05-04,86510000,673.3437,2
125,30624,1940-05-05,86510000,478.9275,2
126,30625,1940-05-06,86510000,376.1479,2
127,30626,1940-05-07,86510000,304.4275,2
128,30627,1940-05-08,86510000,256.7087,2
129,30628,1940-05-09,86510000,140.3597,2
130,30629,1940-05-10,86510000,137.6989,2
131,30630,1940-05-11,86510000,186.3952,2
132,30631,1940-05-12,86510000,165.4526,2
133,30632,1940-05-13,86510000,159.6982,2
134,30633,1940-05-14,86510000,198.9225,2
135,30634,1940-05-15,86510000,202.118,2
136,30635,1940-05-16,86510000,174.2752,2
137,30636,1940-05-17,86510000,154.0456,2
138,30637,1940-05-18,86510000,140.3597,2
139,30638,1940-05-19,86510000,122.2689,2
140,30639,1940-05-20,86510000,114.8976,2
141,30640,1940-05-21,86510000,100.8426,2
142,30641,1940-05-22,86510000,97.5437,2
143,30642,1940-05-23,86510000,91.2389,2
144,30643,1940-05-24,86510000,91.2389,2
145,30644,1940-05-25,86510000,301.9671,2
146,30645,1940-05-26,86510000,384.1488,2
147,30646,1940-05-27,86510000,301.9671,2
148,30647,1940-05-28,86510000,517.0982,2
149,30648,1940-05-29,86510000,376.1479,2
150,30649,1940-05-30,86510000,517.0982,2
151,30650,1940-05-31,86510000,822.5935,2
152,30590,1940-06-01,86510000,605.936,2
153,30591,1940-06-02,86510000,571.6493,2
154,30592,1940-06-03,86510000,306.895,2
155,30593,1940-06-04,86510000,265.9258,2
156,30594,1940-06-05,86510000,198.9225,2
157,30595,1940-06-06,86510000,165.4526,2
158,30596,1940-06-07,86510000,140.3597,2
159,30597,1940-06-08,86510000,114.8976,2
160,30598,1940-06-09,86510000,95.9532,2
161,30599,1940-06-10,86510000,99.1437,2
162,30600,1940-06-11,86510000,112.4915,2
163,30601,1940-06-12,86510000,148.4948,2
164,30602,1940-06-13,86510000,162.5627,2
165,30603,1940-06-14,86510000,156.8591,2
166,30604,1940-06-15,86510000,189.4888,2
167,30605,1940-06-16,86510000,484.7318,2
168,30606,1940-06-17,86510000,532.0552,2
169,30607,1940-06-18,86510000,419.5067,2
170,30608,1940-06-19,86510000,324.3653,2
171,30609,1940-06-20,86510000,368.2071,2
172,30610,1940-06-21,86510000,360.327,2
173,30611,1940-06-22,86510000,314.34,2
174,30612,1940-06-23,86510000,265.9258,2
175,30613,1940-06-24,86510000,232.0232,2
176,30614,1940-06-25,86510000,183.327,2
177,30615,1940-06-26,86510000,165.4526,2
178,30616,1940-06-27,86510000,148.4948,2
179,30617,1940-06-28,86510000,143.046,2
180,30618,1940-06-29,86510000,132.4538,2
181,30619,1940-06-30,86510000,192.6079,2
182,30559,1940-07-01,86510000,733.112,2
183,30560,1940-07-02,86510000,529.0517,2
184,30561,1940-07-03,86510000,373.4942,2
185,30562,1940-07-04,86510000,284.9447,2
186,30563,1940-07-05,86510000,215.1546,2
187,30564,1940-07-06,86510000,174.2752,2
188,30565,1940-07-07,86510000,165.4526,2
189,30566,1940-07-08,86510000,143.046,2
190,30567,1940-07-09,86510000,132.4538,2
191,30568,1940-07-10,86510000,119.7863,2
192,30569,1940-07-11,86510000,114.8976,2
193,30570,1940-07-12,86510000,100.8426,2
194,30571,1940-07-13,86510000,103.1214,2
195,30572,1940-07-14,86510000,148.4948,2
196,30573,1940-07-15,86510000,360.327,2
197,30574,1940-07-16,86510000,1725.1279,2
198,30575,1940-07-17,86510000,6141.224,2
199,30576,1940-07-18,86510000,4167.524,2
200,30577,1940-07-19,86510000,1064.6498,2
201,30578,1940-07-20,86510000,644.1446,2
202,30579,1940-07-21,86510000,544.13,2
203,30580,1940-07-22,86510000,553.2493,2
204,30581,1940-07-23,86510000,535.0649,2
205,30582,1940-07-24,86510000,444.6291,2
206,30583,1940-07-25,86510000,365.5737,2
207,30584,1940-07-26,86510000,321.8484,2
208,30585,1940-07-27,86510000,297.0677,2
209,30586,1940-07-28,86510000,273.0029,2
210,30587,1940-07-29,86510000,242.4499,2
211,30588,1940-07-30,86510000,235.4733,2
212,30589,1940-07-31,86510000,596.5146,2
213,30528,1940-08-01,86510000,709.6536,2
214,30529,1940-08-02,86510000,1207.6206,2
215,30530,1940-08-03,86510000,739.8641,2
216,30531,1940-08-04,86510000,514.1251,2
217,30532,1940-08-05,86510000,436.1972,2
218,30533,1940-08-06,86510000,392.2096,2
219,30534,1940-08-07,86510000,381.4752,2
220,30535,1940-08-08,86510000,419.5067,2
221,30536,1940-08-09,86510000,334.5022,2
222,30537,1940-08-10,86510000,284.9447,2
223,30538,1940-08-11,86510000,253.1058,2
224,30539,1940-08-12,86510000,225.1994,2
225,30540,1940-08-13,86510000,202.118,2
226,30541,1940-08-14,86510000,180.2843,2
227,30542,1940-08-15,86510000,177.267,2
228,30543,1940-08-16,86510000,168.368,2
229,30544,1940-08-17,86510000,168.368,2
230,30545,1940-08-18,86510000,183.327,2
231,30546,1940-08-19,86510000,526.0542,2
232,30547,1940-08-20,86510000,378.8082,2
233,30548,1940-08-21,86510000,275.3767,2
234,30549,1940-08-22,86510000,218.4774,2
235,30550,1940-08-23,86510000,467.3939,2
236,30551,1940-08-24,86510000,3036.4766,2
237,30552,1940-08-25,86510000,2481.6316,2
238,30553,1940-08-26,86510000,1671.3646,2
239,30554,1940-08-27,86510000,1102.5533,2
240,30555,1940-08-28,86510000,753.4346,2
241,30556,1940-08-29,86510000,568.5677,2
242,30557,1940-08-30,86510000,505.2424,2
243,30558,1940-08-31,86510000,535.0649,2
244,30498,1940-09-01,86510000,499.3514,2
245,30499,1940-09-02,86510000,386.8291,2
246,30500,1940-09-03,86510000,344.7499,2
247,30501,1940-09-04,86510000,301.9671,2
248,30502,1940-09-05,86510000,284.9447,2
249,30503,1940-09-06,86510000,159.6982,2
250,30504,1940-09-07,86510000,242.4499,2
251,30505,1940-09-08,86510000,208.5854,2
252,30506,1940-09-09,86510000,235.4733,2
253,30507,1940-09-10,86510000,256.7087,2
254,30508,1940-09-11,86510000,499.3514,2
255,30509,1940-09-12,86510000,1333.0558,2
256,30510,1940-09-13,86510000,767.0928,2
257,30511,1940-09-14,86510000,484.7318,2
258,30512,1940-09-15,86510000,360.327,2
259,30513,1940-09-16,86510000,311.8513,2
260,30514,1940-09-17,86510000,263.5815,2
261,30515,1940-09-18,86510000,221.8256,2
262,30516,1940-09-19,86510000,195.7525,2
263,30517,1940-09-20,86510000,177.267,2
264,30518,1940-09-21,86510000,177.267,2
265,30519,1940-09-22,86510000,215.1546,2
266,30520,1940-09-23,86510000,235.4733,2
267,30521,1940-09-24,86510000,192.6079,2
268,30522,1940-09-25,86510000,154.0456,2
269,30523,1940-09-26,86510000,135.0636,2
270,30524,1940-09-27,86510000,127.3104,2
271,30525,1940-09-28,86510000,119.7863,2
272,30526,1940-09-29,86510000,110.1108,2
273,30527,1940-09-30,86510000,100.8426,2
274,30467,1940-10-01,86510000,100.8426,2
275,30468,1940-10-02,86510000,112.4915,2
276,30469,1940-10-03,86510000,245.9764,2
277,30470,1940-10-04,86510000,868.6967,2
278,30471,1940-10-05,86510000,1126.1812,2
279,30472,1940-10-06,86510000,868.6967,2
280,30473,1940-10-07,86510000,2734.7568,2
281,30474,1940-10-08,86510000,1583.5002,2
282,30475,1940-10-09,86510000,1994.03,2
283,30476,1940-10-10,86510000,2005.6218,2
284,30477,1940-10-11,86510000,1352.3613,2
285,30478,1940-10-12,86510000,883.0619,2
286,30479,1940-10-13,86510000,653.8264,2
287,30480,1940-10-14,86510000,686.4686,2
288,30481,1940-10-15,86510000,316.8358,2
289,30482,1940-10-16,86510000,249.5284,2
290,30483,1940-10-17,86510000,324.3653,2
291,30484,1940-10-18,86510000,368.2071,2
292,30485,1940-10-19,86510000,453.1183,2
293,30486,1940-10-20,86510000,413.9951,2
294,30487,1940-10-21,86510000,394.9098,2
295,30488,1940-10-22,86510000,523.0628,2
296,30489,1940-10-23,86510000,574.7368,2
297,30490,1940-10-24,86510000,484.7318,2
298,30491,1940-10-25,86510000,394.9098,2
299,30492,1940-10-26,86510000,326.8891,2
300,30493,1940-10-27,86510000,284.9447,2
301,30494,1940-10-28,86510000,225.1994,2
302,30495,1940-10-29,86510000,183.327,2
303,30496,1940-10-30,86510000,192.6079,2
304,30497,1940-10-31,86510000,180.2843,2
305,30437,1940-11-01,86510000,174.2752,2
306,30438,1940-11-02,86510000,159.6982,2
307,30439,1940-11-03,86510000,145.7577,2
308,30440,1940-11-04,86510000,132.4538,2
309,30441,1940-11-05,86510000,151.2575,2
310,30442,1940-11-06,86510000,145.7577,2
311,30443,1940-11-07,86510000,135.0636,2
312,30444,1940-11-08,86510000,119.7863,2
313,30445,1940-11-09,86510000,99.1437,2
314,30446,1940-11-10,86510000,95.9532,2
315,30447,1940-11-11,86510000,95.9532,2
316,30448,1940-11-12,86510000,242.4499,2
317,30449,1940-11-13,86510000,386.8291,2
318,30450,1940-11-14,86510000,347.329,2
319,30451,1940-11-15,86510000,422.2724,2
320,30452,1940-11-16,86510000,663.5594,2
321,30453,1940-11-17,86510000,499.3514,2
322,30454,1940-11-18,86510000,352.5077,2
323,30455,1940-11-19,86510000,260.337,2
324,30456,1940-11-20,86510000,192.6079,2
325,30457,1940-11-21,86510000,143.046,2
326,30458,1940-11-22,86510000,122.2689,2
327,30459,1940-11-23,86510000,148.4948,2
328,30460,1940-11-24,86510000,168.368,2
329,30461,1940-11-25,86510000,143.046,2
330,30462,1940-11-26,86510000,119.7863,2
331,30463,1940-11-27,86510000,122.2689,2
332,30464,1940-11-28,86510000,127.3104,2
333,30465,1940-11-29,86510000,208.5854,2
334,30466,1940-11-30,86510000,195.7525,2
335,30406,1940-12-01,86510000,171.3089,2
336,30407,1940-12-02,86510000,215.1546,2
337,30408,1940-12-03,86510000,373.4942,2
338,30409,1940-12-04,86510000,514.1251,2
339,30410,1940-12-05,86510000,529.0517,2
340,30411,1940-12-06,86510000,427.8229,2
341,30412,1940-12-07,86510000,376.1479,2
342,30413,1940-12-08,86510000,392.2096,2
343,30414,1940-12-09,86510000,378.8082,2
344,30415,1940-12-10,86510000,347.329,2
345,30416,1940-12-11,86510000,455.9608,2
346,30417,1940-12-12,86510000,400.3299,2
347,30418,1940-12-13,86510000,347.329,2
348,30419,1940-12-14,86510000,948.7365,2
349,30420,1940-12-15,86510000,919.3406,2
350,30421,1940-12-16,86510000,544.13,2
351,30422,1940-12-17,86510000,405.7764,2
352,30423,1940-12-18,86510000,360.3269,2
353,30424,1940-12-19,86510000,470.2679,2
354,30425,1940-12-20,86510000,373.4942,2
355,30426,1940-12-21,86510000,321.8484,2
356,30427,1940-12-22,86510000,311.8513,2
357,30428,1940-12-23,86510000,215.1546,2
358,30429,1940-12-24,86510000,159.6982,2
359,30430,1940-12-25,86510000,135.0636,2
360,30431,1940-12-26,86510000,119.7864,2
361,30432,1940-12-27,86510000,103.1214,2
362,30433,1940-12-28,86510000,132.4537,2
363,30434,1940-12-29,86510000,273.003,2
364,30435,1940-12-30,86510000,514.1251,2
365,30436,1940-12-31,86510000,833.1531,2
366,30375,1941-01-01,86510000,562.4225,2
367,30376,1941-01-02,86510000,321.8484,2
368,30377,1941-01-03,86510000,225.1994,2
369,30378,1941-01-04,86510000,183.327,2
370,30379,1941-01-05,86510000,154.0456,2
371,30380,1941-01-06,86510000,127.3104,2
372,30381,1941-01-07,86510000,100.8426,2
373,30382,1941-01-08,86510000,103.1214,2
374,30383,1941-01-09,86510000,517.0982,2
375,30384,1941-01-10,86510000,268.2775,2
376,30385,1941-01-11,86510000,192.6079,2
377,30386,1941-01-12,86510000,154.0456,2
378,30387,1941-01-13,86510000,145.7577,2
379,30388,1941-01-14,86510000,127.3104,2
380,30389,1941-01-15,86510000,143.046,2
381,30390,1941-01-16,86510000,195.7525,2
382,30391,1941-01-17,86510000,326.8891,2
383,30392,1941-01-18,86510000,263.9908,2
384,30393,1941-01-19,86510000,165.4526,2
385,30394,1941-01-20,86510000,151.2575,2
386,30395,1941-01-21,86510000,122.2689,2
387,30396,1941-01-22,86510000,97.5437,2
388,30397,1941-01-23,86510000,85.0886,2
389,30398,1941-01-24,86510000,77.6222,2
390,30399,1941-01-25,86510000,76.159,2
391,30400,1941-01-26,86510000,74.7059,2
392,30401,1941-01-27,86510000,73.263,2
393,30402,1941-01-28,86510000,68.996,2
394,30403,1941-01-29,86510000,64.8227,2
395,30404,1941-01-30,86510000,58.08,2
396,30405,1941-01-31,86510000,60.7448,2
397,30347,1941-02-01,86510000,54.1648,2
398,30348,1941-02-02,86510000,58.08,2
399,30349,1941-02-03,86510000,76.159,2
400,30350,1941-02-04,86510000,86.6115,2
401,30351,1941-02-05,86510000,235.4733,2
402,30352,1941-02-06,86510000,368.2071,2
403,30353,1941-02-07,86510000,352.5078,2
404,30354,1941-02-08,86510000,284.9447,2
405,30355,1941-02-09,86510000,235.4733,2
406,30356,1941-02-10,86510000,805.1013,2
407,30357,1941-02-11,86510000,663.5594,2
408,30358,1941-02-12,86510000,450.2822,2
409,30359,1941-02-13,86510000,413.9951,2
410,30360,1941-02-14,86510000,292.1969,2
411,30361,1941-02-15,86510000,202.118,2
412,30362,1941-02-16,86510000,186.3952,2
413,30363,1941-02-17,86510000,268.2775,2
414,30364,1941-02-18,86510000,384.1488,2
415,30365,1941-02-19,86510000,268.2775,2
416,30366,1941-02-20,86510000,192.6079,2
417,30367,1941-02-21,86510000,143.046,2
418,30368,1941-02-22,86510000,132.4537,2
419,30369,1941-02-23,86510000,127.3104,2
420,30370,1941-02-24,86510000,117.3293,2
421,30371,1941-02-25,86510000,127.3104,2
422,30372,1941-02-26,86510000,127.3104,2
423,30373,1941-02-27,86510000,100.8426,2
424,30374,1941-02-28,86510000,88.1443,2
425,30316,1941-03-01,86510000,80.5788,2
426,30317,1941-03-02,86510000,71.8303,2
427,30318,1941-03-03,86510000,74.7059,2
428,30319,1941-03-04,86510000,117.3293,2
429,30320,1941-03-05,86510000,103.1214,2
430,30321,1941-03-06,86510000,88.1443,2
431,30322,1941-03-07,86510000,74.7059,2
432,30323,1941-03-08,86510000,68.996,2
433,30324,1941-03-09,86510000,67.5944,2
434,30325,1941-03-10,86510000,66.2033,2
435,30326,1941-03-11,86510000,70.408,2
436,30327,1941-03-12,86510000,63.4527,2
437,30328,1941-03-13,86510000,50.3498,2
438,30329,1941-03-14,86510000,49.1008,2
439,30330,1941-03-15,86510000,82.0722,2
440,30331,1941-03-16,86510000,117.3293,2
441,30332,1941-03-17,86510000,91.2389,2
442,30333,1941-03-18,86510000,76.159,2
443,30334,1941-03-19,86510000,63.4527,2
444,30335,1941-03-20,86510000,56.7639,2
445,30336,1941-03-21,86510000,47.8631,2
446,30337,1941-03-22,86510000,77.6222,2
447,30338,1941-03-23,86510000,97.5437,2
448,30339,1941-03-24,86510000,103.1214,2
449,30340,1941-03-25,86510000,177.267,2
450,30341,1941-03-26,86510000,189.4888,2
451,30342,1941-03-27,86510000,162.5626,2
452,30343,1941-03-28,86510000,129.8693,2
453,30344,1941-03-29,86510000,103.1214,2
454,30345,1941-03-30,86510000,86.6115,2
455,30346,1941-03-31,86510000,77.6222,2
456,30286,1941-04-01,86510000,71.8303,2
457,30287,1941-04-02,86510000,67.5944,2
458,30288,1941-04-03,86510000,60.7448,2
459,30289,1941-04-04,86510000,54.1648,2
460,30290,1941-04-05,86510000,50.3498,2
461,30291,1941-04-06,86510000,47.8631,2
462,30292,1941-04-07,86510000,45.4225,2
463,30293,1941-04-08,86510000,43.0286,2
464,30294,1941-04-09,86510000,40.682,2
465,30295,1941-04-10,86510000,38.3837,2
466,30296,1941-04-11,86510000,36.1342,2
467,30297,1941-04-12,86510000,33.9345,2
468,30298,1941-04-13,86510000,31.7853,2
469,30299,1941-04-14,86510000,31.7853,2
470,30300,1941-04-15,86510000,31.7853,2
471,30301,1941-04-16,86510000,33.9345,2
472,30302,1941-04-17,86510000,122.2689,2
473,30303,1941-04-18,86510000,1260.2347,2
474,30304,1941-04-19,86510000,753.4346,2
475,30305,1941-04-20,86510000,478.9275,2
476,30306,1941-04-21,86510000,360.327,2
477,30307,1941-04-22,86510000,242.4499,2
478,30308,1941-04-23,86510000,670.0766,2
479,30309,1941-04-24,86510000,1079.156,2
480,30310,1941-04-25,86510000,605.936,2
481,30311,1941-04-26,86510000,441.812,2
482,30312,1941-04-27,86510000,1102.5533,2
483,30313,1941-04-28,86510000,1842.4309,2
484,30314,1941-04-29,86510000,1834.9957,2
485,30315,1941-04-30,86510000,4006.5515,2
486,30255,1941-05-01,86510000,7063.7866,2
487,30256,1941-05-02,86510000,3126.0178,2
488,30257,1941-05-03,86510000,1909.9691,2
489,30258,1941-05-04,86510000,6588.409,2
490,30259,1941-05-05,86510000,7272.169,2
491,30260,1941-05-06,86510000,5284.346,2
492,30261,1941-05-07,86510000,1909.9691,2
493,30262,1941-05-08,86510000,1414.3358,2
494,30263,1941-05-09,86510000,1147.0442,2
495,30264,1941-05-10,86510000,1016.0043,2
496,30265,1941-05-11,86510000,805.1013,2
497,30266,1941-05-12,86510000,653.8264,2
498,30267,1941-05-13,86510000,770.5209,2
499,30268,1941-05-14,86510000,1816.4683,2
500,30269,1941-05-15,86510000,4140.4927,2
501,30270,1941-05-16,86510000,2494.4473,2
502,30271,1941-05-17,86510000,1480.9478,2
503,30272,1941-05-18,86510000,1001.896,2
504,30273,1941-05-19,86510000,753.4346,2
505,30274,1941-05-20,86510000,686.4686,2
506,30275,1941-05-21,86510000,580.9296,2
507,30276,1941-05-22,86510000,470.2679,2
508,30277,1941-05-23,86510000,422.2724,2
509,30278,1941-05-24,86510000,400.3299,2
510,30279,1941-05-25,86510000,373.4942,2
511,30280,1941-05-26,86510000,370.8473,2
512,30281,1941-05-27,86510000,378.8082,2
513,30282,1941-05-28,86510000,1016.0043,2
514,30283,1941-05-29,86510000,1864.8196,2
515,30284,1941-05-30,86510000,1253.9913,2
516,30285,1941-05-31,86510000,941.3566,2
517,30225,1941-06-01,86510000,663.5594,2
518,30226,1941-06-02,86510000,719.6739,2
519,30227,1941-06-03,86510000,559.3587,2
520,30228,1941-06-04,86510000,470.2679,2
521,30229,1941-06-05,86510000,405.7764,2
522,30230,1941-06-06,86510000,378.8082,2
523,30231,1941-06-07,86510000,352.5077,2
524,30232,1941-06-08,86510000,316.8358,2
525,30233,1941-06-09,86510000,294.6287,2
526,30234,1941-06-10,86510000,282.5418,2
527,30235,1941-06-11,86510000,268.2775,2
528,30236,1941-06-12,86510000,334.5022,2
529,30237,1941-06-13,86510000,599.6492,2
530,30238,1941-06-14,86510000,703.0013,2
531,30239,1941-06-15,86510000,514.1251,2
532,30240,1941-06-16,86510000,470.2679,2
533,30241,1941-06-17,86510000,427.823,2
534,30242,1941-06-18,86510000,427.823,2
535,30243,1941-06-19,86510000,416.7477,2
536,30244,1941-06-20,86510000,433.3994,2
537,30245,1941-06-21,86510000,787.7435,2
538,30246,1941-06-22,86510000,1978.6226,2
539,30247,1941-06-23,86510000,1600.8987,2
540,30248,1941-06-24,86510000,1590.4491,2
541,30249,1941-06-25,86510000,2473.105,2
542,30250,1941-06-26,86510000,1660.7058,2
543,30251,1941-06-27,86510000,1102.5533,2
544,30252,1941-06-28,86510000,653.8264,2
545,30253,1941-06-29,86510000,544.13,2
546,30254,1941-06-30,86510000,478.9275,2
547,30194,1941-07-01,86510000,450.2822,2
548,30195,1941-07-02,86510000,422.2724,2
549,30196,1941-07-03,86510000,400.3299,2
550,30197,1941-07-04,86510000,378.8082,2
551,30198,1941-07-05,86510000,400.3299,2
552,30199,1941-07-06,86510000,433.3994,2
553,30200,1941-07-07,86510000,386.8291,2
554,30201,1941-07-08,86510000,342.1776,2
555,30202,1941-07-09,86510000,316.8358,2
556,30203,1941-07-10,86510000,292.1969,2
557,30204,1941-07-11,86510000,263.5815,2
558,30205,1941-07-12,86510000,235.4733,2
559,30206,1941-07-13,86510000,192.6079,2
560,30207,1941-07-14,86510000,242.4499,2
561,30208,1941-07-15,86510000,277.7578,2
562,30209,1941-07-16,86510000,249.5284,2
563,30210,1941-07-17,86510000,470.2679,2
564,30211,1941-07-18,86510000,514.1251,2
565,30212,1941-07-19,86510000,568.5677,2
566,30213,1941-07-20,86510000,450.2822,2
567,30214,1941-07-21,86510000,394.9098,2
568,30215,1941-07-22,86510000,342.1776,2
569,30216,1941-07-23,86510000,352.5077,2
570,30217,1941-07-24,86510000,484.7318,2
571,30218,1941-07-25,86510000,653.8264,2
572,30219,1941-07-26,86510000,553.2493,2
573,30220,1941-07-27,86510000,1397.9031,2
574,30221,1941-07-28,86510000,2915.8865,2
575,30222,1941-07-29,86510000,1967.103,2
576,30223,1941-07-30,86510000,1038.7661,2
577,30224,1941-07-31,86510000,743.2485,2
578,30163,1941-08-01,86510000,753.4346,2
579,30164,1941-08-02,86510000,1147.0442,2
580,30165,1941-08-03,86510000,1986.3195,2
581,30166,1941-08-04,86510000,1198.443,2
582,30167,1941-08-05,86510000,919.3406,2
583,30168,1941-08-06,86510000,637.7188,2
584,30169,1941-08-07,86510000,544.13,2
585,30170,1941-08-08,86510000,467.3939,2
586,30171,1941-08-09,86510000,427.823,2
587,30172,1941-08-10,86510000,389.5161,2
588,30173,1941-08-11,86510000,378.8082,2
589,30174,1941-08-12,86510000,373.4942,2
590,30175,1941-08-13,86510000,365.5737,2
591,30176,1941-08-14,86510000,416.7477,2
592,30177,1941-08-15,86510000,703.0013,2
593,30178,1941-08-16,86510000,621.755,2
594,30179,1941-08-17,86510000,523.0628,2
595,30180,1941-08-18,86510000,650.5934,2
596,30181,1941-08-19,86510000,777.3937,2
597,30182,1941-08-20,86510000,461.6647,2
598,30183,1941-08-21,86510000,408.5094,2
599,30184,1941-08-22,86510000,370.8473,2
600,30185,1941-08-23,86510000,334.5022,2
601,30186,1941-08-24,86510000,321.8484,2
602,30187,1941-08-25,86510000,297.0677,2
603,30188,1941-08-26,86510000,273.0029,2
604,30189,1941-08-27,86510000,263.5815,2
605,30190,1941-08-28,86510000,249.5284,2
