EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
87317030;2;01/11/2019;;1;1;186,56;2,87;23,34;5;29;1;1;1;;;53,6677;33,8762;21,7364;17,4969;186,5571;70,6218;39,5025;30,0777;23,7169;30,0777;29,3404;19,8276;13,882;14,8796;15,9056;11,0629;8,9184;6,6017;5,2199;5,2199;5,5528;12,4396;12,9131;8,1145;5,2199;4,5797;3,9745;3,405;2,8723;2,8723;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/10/2019;;1;1;112,6;1,81;19,84;18;1;1;1;1;;;1,8109;1,8109;3,9745;7,342;29,3404;33,8762;15,3891;10,1823;6,9678;4,5797;3,6852;3,405;2,8723;3,134;16,9595;17,4969;54,6116;112,6045;51,8001;21,7364;11,9733;12,9131;12,4396;8,9184;7,342;5,8941;22,3887;24,3928;12,9131;27,8885;64,42;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/09/2019;;1;1;15,39;1,58;3,11;18;6;1;1;1;;;3,6852;2,62;2,1891;1,9334;1,8109;1,5767;1,5767;1,692;1,692;1,692;1,5767;1,5767;1,5767;1,692;1,692;1,692;2,3774;15,3891;8,1145;6,6017;5,5528;5,8941;3,9745;2,8723;2,3774;2,3774;1,9334;1,9334;1,9334;1,8109;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/08/2019;;1;1;2,87;1,36;1,78;1;21;1;1;1;;;2,8723;2,8723;2,8723;2,3774;2,0595;2,0595;1,8109;1,692;1,692;1,692;1,692;1,692;1,8109;1,8109;1,8109;1,8109;1,692;1,692;1,5767;1,465;1,3569;1,465;1,465;1,465;1,465;1,465;1,3569;1,3569;1,3569;1,3569;1,9334;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/07/2019;;1;1;4,58;1,69;2,38;1;20;1;1;1;;;4,5797;3,134;3,134;2,3774;2,1891;2,0595;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,8109;1,692;1,692;1,692;1,692;3,6852;3,6852;3,405;2,62;2,62;2,8723;2,8723;2,8723;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/06/2019;;1;1;60,42;2,38;11,14;1;22;;1;1;;;60,4167;44,605;40,3352;37,8588;25,0765;15,9056;13,394;13,882;8,9184;6,9678;6,2438;5,2199;4,5797;4,2727;3,9745;3,9745;3,6852;3,405;3,405;2,8723;2,62;2,3774;2,3774;2,3774;2,3774;2,3774;2,3774;2,62;2,62;3,134;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/05/2019;;1;1;124,21;8,11;30,26;30;3;1;1;1;;;12,4396;8,5125;8,1145;27,8885;12,9131;20,4558;19,2074;13,882;11,0629;9,332;10,6188;10,1823;8,1145;27,8885;23,0488;27,8885;32,3345;21,0921;21,7364;10,1823;8,1145;8,9184;37,0477;47,2512;42,0219;24,3928;16,9595;94,1387;106,2983;124,2086;91,7801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/04/2019;;1;1;61,41;3,13;11,08;27;4;1;1;1;;;4,8955;3,9745;3,405;3,134;3,6852;6,6017;12,4396;15,9056;10,1823;6,2438;5,2199;4,8955;4,5797;5,5528;5,2199;17,4969;29,3404;14,8796;9,332;7,7243;5,5528;5,2199;4,8955;3,6852;3,405;15,3891;61,4076;32,3345;16,4291;9,332;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/03/2019;;1;1;101,36;1,93;13,41;10;4;1;1;1;;;2,8723;2,62;2,1891;1,9334;2,1891;7,342;9,7533;8,5125;78,1512;101,3615;47,2512;23,0488;13,882;9,7533;8,1145;6,6017;5,5528;6,2438;13,882;7,342;5,8941;4,8955;3,9745;3,9745;3,6852;3,134;2,3774;4,8955;14,3773;5,5528;4,2727;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/02/2019;;1;1;15,91;3,13;6,16;5;9;1;1;1;;;4,5797;5,8941;8,5125;15,3891;15,9056;12,9131;8,9184;4,5797;3,134;3,405;5,2199;6,9678;8,5125;5,2199;4,5797;4,8955;3,6852;4,5797;4,8955;9,332;5,2199;3,9745;3,405;3,405;4,2727;4,2727;3,405;3,405;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
87317030;2;01/01/2019;;1;1;59,43;1,25;7,49;20;3;1;1;1;;;1,5767;1,465;1,2526;1,2526;2,1891;2,0595;1,692;1,9334;1,465;1,9334;1,692;1,3569;1,9334;2,1891;5,8941;7,7243;12,9131;18,5954;33,1016;59,4325;19,2074;12,4396;3,6852;7,342;5,2199;4,2727;3,9745;3,405;4,2727;3,134;3,6852;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/12/2018;;1;1;11,06;1,58;3,28;1;31;1;1;1;;;11,0629;6,6017;4,8955;4,2727;3,134;2,3774;2,1891;1,9334;1,9334;1,8109;1,8109;1,692;1,8109;2,1891;2,62;2,62;2,8723;2,1891;2,62;3,134;6,2438;6,6017;4,8955;4,2727;3,405;2,8723;2,3774;2,1891;1,9334;1,692;1,5767;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/11/2018;;1;1;13,39;1,93;5,6;1;23;;1;1;;;13,394;9,7533;9,7533;6,9678;8,1145;6,9678;6,9678;7,7243;6,2438;4,8955;4,2727;5,5528;6,9678;6,2438;5,2199;4,2727;3,134;5,2199;3,9745;3,134;2,8723;2,62;1,9334;5,2199;8,5125;5,2199;4,2727;3,6852;2,8723;2,0595;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/10/2018;;1;1;112,6;2,87;14,87;3;25;1;1;1;;;12,9131;19,2074;112,6045;32,3345;23,7169;17,4969;14,8796;13,394;10,1823;9,332;7,342;6,6017;11,0629;9,7533;9,7533;6,6017;5,5528;5,2199;4,8955;3,9745;3,6852;3,405;3,134;3,405;2,8723;2,8723;27,174;26,4671;23,7169;7,7243;19,8276;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/09/2018;;1;1;203,06;5,22;39,21;4;23;1;1;1;;;100,1424;112,6045;115,6076;203,0649;83,7203;48,1472;27,174;18,0411;13,394;11,0629;15,3891;21,7364;12,4396;9,332;13,882;10,1823;9,332;10,6188;8,5125;6,6017;6,2438;5,5528;5,2199;56,5198;44,605;92,9563;46,3621;32,3345;21,7364;13,882;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/08/2018;;1;1;61,41;3,69;12,11;25;19;1;1;1;;;10,1823;8,5125;7,342;6,6017;6,2438;5,2199;4,8955;4,8955;8,1145;19,8276;11,9733;10,1823;7,7243;6,2438;5,2199;4,5797;4,2727;3,9745;3,6852;3,6852;11,5144;18,0411;13,882;15,9056;61,4076;26,4671;14,8796;10,6188;8,5125;6,9678;43,7369;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/07/2018;;1;1;77,06;6,24;21,97;17;15;1;1;1;;;9,7533;6,9678;25,7679;13,394;8,9184;11,5144;9,332;7,7243;6,6017;30,8225;18,0411;11,5144;8,9184;6,9678;6,2438;12,4396;77,0564;52,7305;31,5747;16,9595;12,9131;9,332;7,7243;8,9184;64,42;64,42;43,7369;27,8885;37,8588;18,0411;12,4396;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/06/2018;;1;1;23,05;2,06;5,54;25;9;1;1;1;;;2,3774;2,3774;2,3774;2,1891;2,1891;2,1891;2,3774;2,1891;2,0595;2,0595;2,0595;12,9131;11,0629;4,8955;3,405;2,8723;2,8723;2,62;2,3774;2,3774;2,1891;3,405;2,8723;2,62;23,0488;16,4291;8,1145;9,332;10,1823;18,0411;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/05/2018;;1;1;45,48;1,93;5,58;20;6;1;1;1;;;2,0595;2,1891;2,1891;2,0595;2,0595;1,9334;4,8955;3,9745;2,8723;2,3774;2,0595;2,0595;2,0595;2,0595;2,0595;2,0595;1,9334;2,3774;28,6107;45,4801;13,394;8,1145;5,8941;4,8955;4,2727;3,9745;3,6852;3,405;2,8723;2,62;2,3774;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/04/2018;;1;1;49,96;2,06;7,84;1;29;;1;1;;;49,9599;22,3887;24,3928;21,0921;15,3891;11,0629;8,5125;6,6017;5,5528;5,2199;4,5797;3,9745;3,6852;4,8955;4,2727;3,9745;3,9745;3,405;3,134;2,8723;2,3774;2,3774;2,3774;2,3774;4,8955;3,134;2,3774;2,1891;2,0595;2,0595;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/03/2018;;1;1;15,91;2,38;4,8;28;13;1;1;1;;;4,8955;4,2727;3,405;3,405;8,9184;5,2199;8,5125;4,8955;3,9745;3,405;2,8723;2,62;2,3774;2,3774;3,9745;4,8955;2,62;2,3774;2,62;2,8723;3,9745;2,8723;2,3774;2,3774;7,342;5,2199;4,5797;15,9056;9,7533;8,1145;5,8941;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/02/2018;;1;1;18,6;2,38;4,84;11;8;1;1;1;;;5,8941;4,5797;3,9745;3,6852;3,405;2,8723;2,62;2,3774;2,3774;5,2199;18,5954;10,1823;7,342;5,5528;4,2727;3,6852;3,134;2,8723;2,62;3,134;8,5125;6,2438;3,9745;3,134;3,134;3,405;2,8723;5,8941;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
87317030;2;01/01/2018;;1;1;36,24;2,38;7,11;23;6;1;1;1;;;6,6017;5,5528;4,2727;3,405;2,8723;2,3774;2,3774;2,3774;2,3774;2,3774;2,3774;2,8723;3,134;2,8723;3,405;6,2438;6,2438;4,8955;3,6852;3,134;2,8723;31,5747;36,2439;19,8276;10,1823;9,332;7,342;6,2438;10,1823;6,2438;6,9678;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/12/2017;;1;1;127,71;3,13;20,39;7;22;1;1;1;;;13,882;8,9184;6,6017;5,8941;28,6107;27,8885;127,7135;66,4612;27,8885;14,8796;9,7533;7,342;5,5528;4,5797;3,9745;3,405;3,9745;6,9678;5,8941;4,2727;3,6852;3,134;3,405;125,9565;51,8001;22,3887;12,4396;8,1145;6,2438;5,5528;4,8955;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/11/2017;;1;1;61,41;2,62;8,44;26;16;1;1;1;;;3,405;3,134;2,8723;3,134;8,1145;4,5797;3,405;3,134;3,405;9,332;14,3773;5,8941;4,2727;3,405;2,8723;2,62;3,9745;4,8955;4,2727;3,134;2,8723;7,342;4,5797;3,134;2,8723;61,4076;39,5025;16,4291;11,0629;9,7533;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/10/2017;;1;1;131,25;4,27;20,19;12;31;1;1;1;;;21,7364;42,8759;17,4969;10,1823;6,9678;5,8941;5,5528;5,8941;8,1145;5,5528;18,5954;131,2548;107,5475;61,4076;40,3352;21,0921;13,394;10,1823;10,6188;8,9184;7,342;12,4396;8,9184;6,6017;5,5528;4,8955;5,2199;6,6017;5,8941;4,5797;4,2727;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/09/2017;;1;1;61,41;1,15;8,24;17;12;1;1;1;;;1,465;1,465;1,465;1,3569;1,3569;1,3569;1,3569;1,2526;1,2526;1,2526;1,2526;1,152;1,152;1,152;1,465;55,5623;61,4076;23,0488;11,5144;6,9678;5,2199;3,9745;3,405;3,405;3,405;2,8723;2,3774;2,62;10,1823;31,5747;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/08/2017;;1;1;11,51;1,36;2,4;3;1;1;1;1;;;1,3569;1,3569;11,5144;6,2438;2,3774;2,1891;2,0595;2,0595;2,0595;1,9334;1,9334;1,9334;2,3774;2,8723;2,3774;2,3774;2,1891;2,0595;2,0595;2,0595;2,0595;2,0595;1,9334;1,8109;1,692;1,5767;1,5767;1,5767;1,5767;1,5767;1,465;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/07/2017;;1;1;2,87;1,36;1,9;1;30;1;1;1;;;2,8723;2,62;2,3774;2,3774;2,1891;2,1891;2,0595;2,0595;2,0595;2,0595;2,0595;1,9334;1,9334;1,8109;1,8109;1,8109;1,8109;2,0595;1,9334;1,8109;1,8109;1,692;1,692;1,5767;1,5767;1,5767;1,5767;1,465;1,465;1,3569;1,3569;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/06/2017;;1;1;192,69;2,62;34,26;1;30;;1;1;;;192,686;142,095;71,6782;63,4093;51,8001;39,5025;32,3345;182,5126;66,4612;42,0219;26,4671;18,0411;13,882;11,0629;9,332;7,7243;6,6017;5,8941;5,2199;4,8955;4,5797;4,2727;3,9745;3,6852;3,405;3,134;2,8723;2,8723;2,8723;2,62;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/05/2017;;1;1;145,78;4,27;23,33;27;13;1;1;1;;;5,8941;5,5528;5,2199;4,8955;6,9678;5,5528;5,2199;4,8955;4,5797;4,8955;5,2199;4,5797;4,2727;7,7243;13,882;11,0629;7,7243;6,2438;12,9131;8,5125;27,174;22,3887;13,394;11,0629;11,5144;63,4093;145,7797;113,9153;74,8859;44,605;59,4325;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/04/2017;;1;1;71,68;3,13;7,71;26;24;1;1;1;;;7,342;7,342;6,6017;5,8941;5,8941;5,5528;5,2199;4,5797;4,5797;4,5797;3,9745;3,9745;3,6852;3,405;3,405;3,405;6,6017;5,5528;4,5797;3,9745;3,9745;3,6852;3,405;3,134;3,6852;71,6782;16,9595;10,1823;7,7243;6,6017;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/03/2017;;1;1;44,6;3,4;11,94;13;3;1;1;1;;;3,9745;3,6852;3,405;4,5797;11,0629;14,3773;9,7533;7,7243;6,2438;21,7364;15,9056;42,0219;44,605;19,8276;12,4396;10,1823;14,3773;11,0629;8,5125;10,1823;8,1145;6,9678;6,6017;10,1823;7,7243;8,9184;8,5125;10,1823;10,1823;8,5125;8,5125;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/02/2017;;1;1;14,38;3,4;6,23;20;8;1;1;1;;;5,2199;5,5528;6,9678;5,8941;4,8955;4,2727;3,6852;3,405;3,405;3,405;3,405;4,5797;7,342;5,5528;4,5797;6,9678;9,7533;6,6017;9,332;14,3773;8,1145;6,2438;6,9678;5,8941;11,0629;6,9678;5,5528;4,5797;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
87317030;2;01/01/2017;;1;1;190,61;6,53;31,45;6;3;1;1;1;;;16,5943;9,5646;6,5333;36,5568;56,0034;190,6119;117,6061;71,5338;47,5667;57,9682;63,0231;53,1174;34,9871;25,0901;18,655;15,947;15,3188;15,3188;11,4253;10,0067;9,5646;8,7245;8,3258;10,4639;8,7245;8,7245;14,1182;9,5646;8,3258;7,5696;7,5696;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/12/2016;;1;1;88,89;2,07;11,64;30;23;1;1;1;;;4,287;3,6161;6,8661;74,8591;31,9474;12,4514;7,5696;7,9409;7,9409;6,2128;5,0472;3,8302;3,411;3,0272;2,6767;2,5133;2,5133;3,0272;3,0272;2,3575;2,2091;2,2091;2,0678;2,3575;2,3575;4,287;3,8302;5,3217;14,7093;88,8869;37,3541;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/11/2016;;1;1;25,09;2,51;6,18;28;16;1;1;1;;;8,7245;9,5646;7,5696;5,9043;4,5301;3,8302;3,411;3,2148;4,5301;9,1373;6,5333;4,5301;3,2148;3,0272;2,6767;2,5133;9,1373;17,2612;7,5696;5,3217;4,287;3,411;3,2148;2,8479;2,5133;2,5133;3,8302;25,0901;10,0067;5,6073;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/10/2016;;1;1;173,29;1,93;31,51;17;1;1;1;1;;;1,9334;1,9334;1,9334;1,9334;2,8479;9,5646;17,948;7,5696;4,287;3,411;2,8479;2,8479;2,8479;3,0272;2,6767;2,5133;173,2905;134,897;157,9031;113,4622;56,0034;31,9474;19,3827;14,1182;13,5451;27,6382;66,1537;44,0305;26,9303;15,947;11,4253;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/09/2016;;1;1;30,48;1,93;5,28;6;30;1;1;1;;;4,287;3,6161;3,6161;6,8661;7,9409;30,4776;15,3188;8,7245;6,5333;5,3217;4,287;4,0538;4,5301;9,1373;4,7834;3,6161;3,411;3,2148;2,8479;2,8479;2,6767;2,5133;2,5133;2,3575;2,2091;2,2091;2,2091;2,2091;2,0678;1,9334;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/08/2016;;1;1;121,82;2,68;13,45;21;4;1;1;1;;;3,0272;2,8479;2,8479;2,6767;4,0538;3,2148;37,3541;12,9896;6,2128;5,0472;4,5301;4,287;3,6161;3,2148;3,0272;3,0272;3,411;7,9409;4,287;10,4639;121,8216;78,2571;35,7678;12,9896;9,1373;7,2114;5,6073;4,7834;4,287;4,0538;5,0472;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/07/2016;;1;1;70,44;1,68;10,14;15;4;1;1;1;;;1,8056;1,8056;1,8056;1,6843;1,6843;1,8056;1,9334;1,9334;1,9334;1,9334;25,998;35,7678;9,5646;31,2083;70,4416;29,0411;17,2612;10,0067;7,2114;5,9043;4,7834;4,5301;4,0538;3,6161;3,411;3,6161;11,93;6,2128;4,287;3,8302;3,2148;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/06/2016;;1;1;3,41;1,81;2,28;1;29;;1;1;;;3,411;3,0272;2,8479;2,6767;2,6767;2,5133;2,5133;2,3575;2,2091;2,2091;2,2091;2,2091;2,2091;2,2091;2,2091;2,2091;2,8479;2,3575;2,2091;2,0678;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,9334;1,8056;1,8056;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/05/2016;;1;1;47,57;3,62;8,18;16;28;1;1;1;;;10,4639;8,7245;7,2114;6,2128;5,3217;4,7834;4,5301;6,2128;5,6073;4,5301;12,4514;7,9409;6,2128;5,3217;12,4514;47,5667;19,3827;11,93;8,7245;6,8661;6,8661;5,9043;5,3217;4,7834;4,287;4,0538;3,8302;3,6161;3,6161;5,0472;3,8302;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/04/2016;;1;1;110,74;3,03;19,27;25;10;1;1;1;;;7,2114;5,9043;5,6073;4,7834;4,287;3,8302;3,411;3,2148;3,2148;3,0272;11,93;11,93;85,2712;31,9474;15,3188;10,0067;7,2114;5,9043;4,7834;3,8302;3,6161;4,0538;14,7093;7,5696;110,7395;58,9629;70,4416;38,1597;22,5086;14,7093;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/03/2016;;1;1;134,9;2,07;26,53;26;2;1;1;1;;;2,2091;2,0678;25,998;126,1087;53,1174;19,3827;10,0067;7,2114;5,9043;15,3188;39,7957;33,4506;25,0901;14,1182;10,0067;7,5696;5,9043;5,0472;5,3217;14,1182;25,998;27,6382;14,1182;10,4639;61,9959;134,897;54,0712;28,3355;16,5943;11,93;8,7245;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/02/2016;;1;1;44,03;2,36;7,24;14;25;1;1;1;;;15,3188;6,8661;4,7834;16,5943;12,9896;6,8661;5,0472;4,287;3,6161;4,5301;3,411;2,6767;2,5133;44,0305;11,4253;6,8661;5,3217;12,9896;5,6073;4,0538;3,411;3,0272;2,8479;2,5133;2,3575;2,3575;7,5696;3,411;2,6767;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87317030;2;01/01/2016;;1;1;90,11;1,68;7,05;31;25;1;1;1;;;8,3258;10,9367;8,7245;7,2114;5,6073;5,0472;7,2114;6,5333;6,2128;7,5696;5,3217;4,287;3,6161;3,6161;3,6161;3,6161;3,6161;3,2148;2,6767;2,3575;2,2091;2,0678;1,9334;1,9334;1,6843;1,8056;1,8056;1,9334;1,9334;1,6843;90,1082;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/12/2015;;1;1;121,82;3,83;17,83;25;23;1;1;1;;;4,5301;8,3258;33,4506;17,2612;9,1373;6,5333;5,3217;4,7834;4,287;39,7957;11,93;6,8661;24,2061;10,4639;8,3258;6,5333;5,0472;4,287;5,0472;5,9043;4,7834;4,287;3,8302;34,9871;121,8216;69,3574;36,5568;19,3827;14,1182;11,93;9,5646;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/11/2015;;1;1;120,41;4,78;24,01;5;19;1;1;1;;;12,4514;12,4514;43,167;112,0969;120,4085;100,1678;51,2344;32,6948;20,9018;14,7093;12,4514;9,5646;12,9896;10,4639;7,2114;5,6073;5,0472;5,6073;4,7834;41,4648;11,4253;6,8661;5,3217;5,0472;11,4253;16,5943;9,1373;7,2114;6,8661;5,0472;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/10/2015;;1;1;198,89;5,05;51,53;15;6;1;1;1;;;9,5646;7,9409;10,9367;7,2114;5,9043;5,0472;5,0472;155,157;147,0157;183,3278;143,9703;92,575;51,2344;30,4776;198,8888;91,3376;55,0332;40,6261;25,998;17,2612;31,9474;109,3901;51,2344;31,9474;20,1315;14,7093;12,4514;12,9896;11,4253;8,7245;7,9409;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/09/2015;;1;1;184,78;2,85;36,42;18;15;1;1;1;;;3,6161;3,411;3,2148;4,5301;5,0472;7,9409;5,0472;3,8302;3,411;3,2148;6,8661;4,7834;3,6161;3,2148;2,8479;2,8479;71,5338;184,7771;96,3353;147,0157;126,1087;69,3574;54,0712;42,3118;98,8823;47,5667;30,4776;28,3355;16,5943;11,93;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87317030;2;01/08/2015;;1;1;38,97;2,85;7,14;27;25;1;1;1;;;9,5646;7,9409;4,0538;16,5943;20,1315;14,1182;9,1373;7,2114;5,9043;5,0472;4,5301;4,287;3,8302;3,6161;3,411;3,2148;3,0272;3,0272;4,0538;4,7834;5,6073;4,287;3,411;3,2148;2,8479;2,8479;38,9735;9,1373;5,6073;4,287;3,6161;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87317030;2;01/07/2015;;1;1;186,23;4,05;59,02;14;6;1;1;1;;;5,9043;5,0472;5,0472;5,9043;4,5301;4,0538;4,7834;8,3258;52,1718;26,9303;15,3188;10,9367;134,897;186,2301;129,0064;177,5691;120,4085;96,3353;60,9767;179,0031;149,7132;90,1082;56,0034;30,4776;67,2135;63,0231;52,1718;35,7678;23,3458;15,947;12,4514;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
